CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
797133003,01/16/2009,14:50:00,,,75.0,01/16/2009,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0.0,,,,1019699.0,188374.0,,,,,40.683657114,-73.872187589,"(40.683657114, -73.872187589)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
285950602,04/10/2017,06:00:00,04/10/2017,17:00:00,104.0,04/10/2017,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,,,1010650.0,200115.0,,,,,40.715915017,-73.904768342,"(40.715915017, -73.904768342)",PATROL BORO QUEENS NORTH,,25-44,BLACK,M
876019086,08/23/2006,01:00:00,,,104.0,08/23/2006,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,,,1014611.0,193090.0,,,,,40.696620355,-73.890511457,"(40.696620355, -73.890511457)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
384684736,07/26/2017,13:15:00,07/26/2017,13:30:00,18.0,07/26/2017,361,OFF. AGNST PUB ORD SENSBLTY &,661.0,"LEWDNESS,PUBLIC",COMPLETED,MISDEMEANOR,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1.0,,,,988451.0,217993.0,45-64,WHITE HISPANIC,M,1.0,40.765024079,-73.98483595,"(40.765024079, -73.98483595)",PATROL BORO MAN SOUTH,59 ST.-COLUMBUS CIRCLE,UNKNOWN,UNKNOWN,E
712694348,07/16/2014,00:01:00,07/16/2014,23:59:00,45.0,07/23/2014,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,,,1034489.0,238503.0,,,,,40.821176635,-73.818486818,"(40.821176635, -73.818486818)",PATROL BORO BRONX,,25-44,BLACK HISPANIC,M
173349671,06/12/2006,20:30:00,06/12/2006,20:35:00,32.0,06/13/2006,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0.0,,,,1001610.0,241367.0,,,,,40.829163304,-73.937271894,"(40.829163304, -73.937271894)",PATROL BORO MAN NORTH,,<18,BLACK,F
401904588,08/29/2011,10:00:00,,,104.0,08/30/2011,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,,OTHER,N.Y. POLICE DEPT,0.0,,,,1012367.0,193387.0,,,,,40.697442964,-73.898602681,"(40.697442964, -73.898602681)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
763723813,09/12/2012,21:45:00,09/12/2012,22:15:00,14.0,09/12/2012,126,MISCELLANEOUS PENAL LAW,760.0,"BRIBERY,PUBLIC ADMINISTRATION",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0.0,,,,984771.0,212851.0,,,,,40.750911582,-73.998121051,"(40.750911582, -73.998121051)",PATROL BORO MAN SOUTH,,,UNKNOWN,E
523949779,07/17/2015,18:56:00,,,18.0,07/17/2015,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0.0,,,,988779.0,215430.0,18-24,BLACK HISPANIC,M,,40.757989139,-73.983653605,"(40.757989139, -73.983653605)",PATROL BORO MAN SOUTH,,,UNKNOWN,E
919111869,03/31/2010,23:00:00,04/01/2010,05:00:00,69.0,04/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,OTHER,N.Y. POLICE DEPT,0.0,,,,1009046.0,172840.0,,UNKNOWN,U,,40.641055984,-73.91065482,"(40.641055984, -73.91065482)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,M
848107433,04/18/2015,02:45:00,04/18/2015,03:00:00,108.0,04/18/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0.0,,,,1000081.0,208688.0,,UNKNOWN,M,,40.739471036,-73.942873868,"(40.739471036, -73.942873868)",PATROL BORO QUEENS NORTH,,25-44,UNKNOWN,M
807569464,06/29/2006,10:00:00,,,107.0,07/03/2006,340,FRAUDS,718.0,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ATTEMPTED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,,,1037330.0,199165.0,,,,,40.71318766,-73.808532908,"(40.71318766, -73.808532908)",PATROL BORO QUEENS SOUTH,,25-44,WHITE HISPANIC,M
890529843,07/27/2006,06:00:00,08/07/2006,10:00:00,105.0,08/07/2006,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,1052723.0,183812.0,,,,,40.670941642,-73.753164069,"(40.670941642, -73.753164069)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
179428528,10/10/2012,16:00:00,11/23/2012,12:30:00,40.0,11/23/2012,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1010880.0,236963.0,,WHITE HISPANIC,F,,40.817052492,-73.903792677,"(40.817052492, -73.903792677)",PATROL BORO BRONX,,<18,WHITE HISPANIC,M
390924261,10/09/2017,21:50:00,10/09/2017,22:10:00,41.0,10/10/2017,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1013902.0,238673.0,25-44,BLACK,M,,40.821736332,-73.89286726,"(40.821736332, -73.89286726)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
142003477,04/08/2017,03:35:00,04/08/2017,03:47:00,1.0,04/08/2017,230,JOSTLING,464.0,JOSTLING,COMPLETED,MISDEMEANOR,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1.0,,,,981349.0,198508.0,,,,2.0,40.711543094,-74.010465578,"(40.711543094, -74.010465578)",PATROL BORO MAN SOUTH,CHAMBERS ST.-WORLD TRADE CENTE,UNKNOWN,UNKNOWN,E
542073525,04/11/2009,05:54:00,04/11/2009,05:54:00,75.0,04/11/2009,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0.0,,,,1013646.0,181481.0,,,,,40.66475956,-73.894042144,"(40.66475956, -73.894042144)",PATROL BORO BKLYN NORTH,,25-44,BLACK,M
669130711,04/26/2011,18:29:00,04/26/2011,19:06:00,22.0,04/26/2011,341,PETIT LARCENY,339.0,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0.0,,,,991769.0,219450.0,,,,,40.769020968,-73.972856428,"(40.769020968, -73.972856428)",PATROL BORO MAN NORTH,,,UNKNOWN,E
627531627,07/29/2013,15:30:00,07/29/2013,16:00:00,121.0,07/29/2013,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,,,940995.0,169325.0,25-44,BLACK,F,,40.631337149,-74.155838137,"(40.631337149, -74.155838137)",PATROL BORO STATEN ISLAND,,,UNKNOWN,F
596273113,11/19/2008,11:59:00,,,40.0,11/21/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,FRONT OF,PUBLIC SCHOOL,N.Y. POLICE DEPT,0.0,,,,1008485.0,236273.0,,UNKNOWN,F,,40.815165531,-73.91244781,"(40.815165531, -73.91244781)",PATROL BORO BRONX,,<18,BLACK HISPANIC,F
352195529,02/03/2019,19:35:00,02/03/2019,19:40:00,70.0,02/03/2019,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,PUBLIC BUILDING,N.Y. POLICE DEPT,0.0,,,,996683.0,172472.0,25-44,BLACK,M,,40.64007188400007,-73.95520268299998,"(40.640071884000065, -73.95520268299998)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,F
130975204,12/13/2008,22:45:00,12/13/2008,22:52:00,62.0,12/13/2008,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0.0,,,,985969.0,158583.0,,,,,40.601958027,-73.993811051,"(40.601958027, -73.993811051)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
675608405,06/23/2018,12:45:00,06/23/2018,13:45:00,94.0,06/23/2018,109,GRAND LARCENY,443.0,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,994281.0,201000.0,,,,,40.71837783000007,-73.96381514399997,"(40.71837783, -73.963815144)",PATROL BORO BKLYN NORTH,,25-44,WHITE,F
572765253,12/15/2017,11:00:00,12/15/2017,16:00:00,71.0,12/18/2017,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,0.0,,,,1000601.0,182162.0,,,,,40.666662453,-73.941061804,"(40.666662453, -73.941061804)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
699069641,09/08/2008,16:27:00,09/08/2008,19:26:00,122.0,09/09/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,,,949317.0,159787.0,,WHITE,M,,40.605194071,-74.125806794,"(40.605194071, -74.125806794)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F
187557050,01/10/2018,09:50:00,01/10/2018,10:30:00,18.0,01/13/2018,126,MISCELLANEOUS PENAL LAW,117.0,RECKLESS ENDANGERMENT 1,COMPLETED,FELONY,MANHATTAN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0.0,,,,986791.0,217425.0,UNKNOWN,UNKNOWN,U,,40.76346569700007,-73.99082872099996,"(40.763465697, -73.990828721)",PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,E
559603586,09/12/2018,12:00:00,10/15/2018,22:00:00,13.0,10/22/2018,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,985474.0,209472.0,UNKNOWN,BLACK HISPANIC,M,,40.74163700400004,-73.99558439199996,"(40.741637004, -73.995584392)",PATROL BORO MAN SOUTH,,45-64,BLACK,F
690465150,09/28/2017,21:55:00,09/28/2017,22:18:00,1.0,09/28/2017,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0.0,,,,981378.0,195878.0,18-24,BLACK,M,,40.704324374,-74.01035985,"(40.704324374, -74.01035985)",PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,D
450478357,09/26/2006,20:30:00,09/27/2006,20:30:00,110.0,09/28/2006,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1023738.0,208736.0,,ASIAN / PACIFIC ISLANDER,M,,40.7395288,-73.857505291,"(40.7395288, -73.857505291)",PATROL BORO QUEENS NORTH,,18-24,BLACK,F
430807895,12/26/2018,03:00:00,,,90.0,01/22/2019,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,997843.0,196573.0,65+,WHITE,M,,40.70622201300005,-73.95097435599996,"(40.70622201300005, -73.95097435599996)",PATROL BORO BKLYN NORTH,,25-44,ASIAN / PACIFIC ISLANDER,M
956223682,04/02/2011,09:30:00,,,70.0,04/18/2011,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,996666.0,171659.0,,BLACK,F,,40.637840397,-73.955265434,"(40.637840397, -73.955265434)",PATROL BORO BKLYN SOUTH,,65+,BLACK,M
343616857,01/19/2014,19:05:00,01/19/2014,19:10:00,68.0,01/19/2014,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,974555.0,162501.0,25-44,BLACK,M,,40.612706998,-74.034920279,"(40.612706998, -74.034920279)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
932524538,09/01/2012,19:40:00,09/01/2012,19:40:00,46.0,09/01/2012,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1012119.0,252873.0,,WHITE HISPANIC,F,,40.860716975,-73.899250317,"(40.860716975, -73.899250317)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
403189364,11/06/2008,12:00:00,,,73.0,11/07/2008,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,1007800.0,181210.0,,WHITE HISPANIC,M,,40.664033205,-73.915115264,"(40.664033205, -73.915115264)",PATROL BORO BKLYN NORTH,,25-44,BLACK,M
712471544,06/15/2011,19:55:00,06/15/2011,20:00:00,83.0,06/15/2011,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,1007609.0,189998.0,,UNKNOWN,M,,40.688154782,-73.915773269,"(40.688154782, -73.915773269)",PATROL BORO BKLYN NORTH,,45-64,BLACK,M
318752211,06/27/2006,17:00:00,06/27/2006,17:44:00,32.0,06/27/2006,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,STREET,N.Y. POLICE DEPT,0.0,,,,1000871.0,237255.0,45-64,BLACK,M,,40.817878452,-73.939952422,"(40.817878452, -73.939952422)",PATROL BORO MAN NORTH,,45-64,BLACK,M
294680844,07/18/2009,00:30:00,07/18/2009,00:40:00,20.0,07/18/2009,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0.0,,,,987021.0,220626.0,,,,,40.772251545,-73.989997127,"(40.772251545, -73.989997127)",PATROL BORO MAN NORTH,,,UNKNOWN,D
355185647,06/20/2008,19:30:00,06/20/2008,20:20:00,67.0,06/20/2008,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,1006780.0,177980.0,25-44,BLACK,M,,40.655170222,-73.918802653,"(40.655170222, -73.918802653)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,F
538768384,04/01/2006,23:30:00,,,94.0,04/02/2006,341,PETIT LARCENY,339.0,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,BROOKLYN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1.0,,,,999636.0,199858.0,,,,33.0,40.715235622,-73.944499877,"(40.715235622, -73.944499877)",PATROL BORO BKLYN NORTH,GRAHAM AVENUE,25-44,WHITE,M
658213570,06/26/2009,12:30:00,07/02/2009,11:05:00,113.0,07/02/2009,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,,,,1051424.0,191144.0,,,,,40.691076195,-73.757773704,"(40.691076195, -73.757773704)",PATROL BORO QUEENS SOUTH,,,BLACK,M
745650648,11/13/2010,09:40:00,11/13/2010,09:50:00,24.0,11/13/2010,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,991005.0,226815.0,25-44,WHITE,M,,40.789236568,-73.97560721,"(40.789236568, -73.97560721)",PATROL BORO MAN NORTH,,25-44,WHITE,F
374416865,12/31/2016,17:22:00,01/06/2017,11:28:00,84.0,01/07/2017,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0.0,,,,988175.0,190975.0,18-24,BLACK,F,,40.690866375,-73.985848057,"(40.690866375, -73.985848057)",PATROL BORO BKLYN NORTH,,UNKNOWN,UNKNOWN,D
701195949,06/08/2010,22:15:00,06/08/2010,22:20:00,114.0,06/09/2010,117,DANGEROUS DRUGS,515.0,"CONTROLLED SUBSTANCE,SALE 3",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2.0,,,21821,999925.0,214507.0,,,,,40.755443005,-73.943423246,"(40.755443005, -73.943423246)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
585492592,08/26/2012,16:15:00,,,44.0,08/26/2012,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0.0,,,,1008199.0,246712.0,,WHITE HISPANIC,M,,40.84381837,-73.913443777,"(40.84381837, -73.913443777)",PATROL BORO BRONX,,,UNKNOWN,D
998683707,01/06/2016,16:05:00,01/06/2016,16:10:00,101.0,01/06/2016,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0.0,,,,1054191.0,157320.0,45-64,WHITE HISPANIC,M,,40.598215545,-73.748146698,"(40.598215545, -73.748146698)",PATROL BORO QUEENS SOUTH,,UNKNOWN,UNKNOWN,E
402905130,08/09/2019,12:45:00,08/09/2019,12:50:00,111.0,08/09/2019,105,ROBBERY,398.0,"ROBBERY,PUBLIC PLACE INSIDE",ATTEMPTED,FELONY,QUEENS,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0.0,,,,1051922.0,212365.0,<18,BLACK HISPANIC,M,,40.74931871600006,-73.75576458399996,"(40.74931871600006, -73.75576458399996)",PATROL BORO QUEENS NORTH,,<18,WHITE,M
251434647,04/06/2019,16:30:00,04/06/2019,16:35:00,63.0,04/06/2019,341,PETIT LARCENY,301.0,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0.0,,,,1005804.0,161486.0,,,,,40.60990012500002,-73.92237286099999,"(40.609900125000024, -73.92237286099999)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
786255373,07/04/2012,18:15:00,07/04/2012,18:20:00,60.0,07/04/2012,109,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,BROOKLYN,,OTHER,N.Y. POLICE DEPT,0.0,,,,990922.0,149184.0,,,,,40.5761573,-73.9759838,"(40.5761573, -73.9759838)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,F
529642690,01/16/2014,07:50:00,,,13.0,02/26/2014,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,988422.0,207840.0,,,,,40.737156669,-73.984946937,"(40.737156669, -73.984946937)",PATROL BORO MAN SOUTH,,,WHITE,M
317353240,12/18/2016,14:00:00,12/18/2016,15:00:00,14.0,12/19/2016,109,GRAND LARCENY,406.0,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0.0,,,,987220.0,212676.0,,,,,40.750430768,-73.989282176,"(40.750430768, -73.989282176)",PATROL BORO MAN SOUTH,,45-64,WHITE,F
830001067,11/04/2018,16:00:00,,,77.0,11/04/2018,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1004580.0,183838.0,25-44,BLACK,F,,40.67125445700003,-73.926713851,"(40.671254457, -73.926713851)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
268413524,05/24/2011,18:45:00,,,44.0,05/25/2011,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1007411.0,242802.0,,BLACK,F,,40.83308866,-73.916305306,"(40.83308866, -73.916305306)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
882940886,05/31/2006,18:30:00,06/02/2006,08:00:00,83.0,06/09/2006,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0.0,,,,1007534.0,189242.0,,,,,40.686079933,-73.916046317,"(40.686079933, -73.916046317)",PATROL BORO BKLYN NORTH,,18-24,BLACK,F
426181397,12/25/2014,02:00:00,12/25/2014,02:05:00,61.0,12/25/2014,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,996717.0,160551.0,,WHITE,F,,40.607351185,-73.955102189,"(40.607351185, -73.955102189)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,F
243828654,06/12/2012,03:10:00,06/12/2012,03:31:00,33.0,06/12/2012,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,VARIETY STORE,N.Y. POLICE DEPT,0.0,,,,1001485.0,245822.0,,WHITE HISPANIC,U,,40.841391235,-73.93771213,"(40.841391235, -73.93771213)",PATROL BORO MAN NORTH,,18-24,UNKNOWN,M
984883475,01/10/2010,19:00:00,,,42.0,01/10/2010,109,GRAND LARCENY,409.0,"LARCENY,GRAND BY EXTORTION",COMPLETED,FELONY,BRONX,FRONT OF,BANK,N.Y. POLICE DEPT,0.0,,,,1014629.0,242866.0,,,,,40.833242443,-73.89022159,"(40.833242443, -73.89022159)",PATROL BORO BRONX,,25-44,BLACK,F
899732901,02/20/2008,18:50:00,02/20/2008,19:04:00,62.0,02/20/2008,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0.0,,,,987853.0,160070.0,,,,,40.606038974,-73.987025679,"(40.606038974, -73.987025679)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
241656575,09/05/2016,15:00:00,09/05/2016,16:00:00,88.0,09/05/2016,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2.0,,INGERSOLL,477,989591.0,192506.0,,,,,40.695067875,-73.980740806,"(40.695067875, -73.980740806)",PATROL BORO BKLYN NORTH,,45-64,BLACK,F
581865874,02/01/2007,20:05:00,02/01/2007,20:05:00,13.0,02/01/2007,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0.0,,,,985572.0,207670.0,,,,,40.736690946,-73.995231092,"(40.736690946, -73.995231092)",PATROL BORO MAN SOUTH,,25-44,WHITE,M
641781916,04/27/2014,18:00:00,04/27/2014,23:30:00,83.0,04/27/2014,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0.0,,,,1007898.0,191038.0,,UNKNOWN,U,,40.691008575,-73.914727539,"(40.691008575, -73.914727539)",PATROL BORO BKLYN NORTH,,25-44,WHITE HISPANIC,M
312568570,10/22/2012,20:25:00,10/22/2012,20:33:00,44.0,10/22/2012,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1008231.0,242714.0,,,,,40.832844936,-73.913342415,"(40.832844936, -73.913342415)",PATROL BORO BRONX,,,UNKNOWN,D
588999849,08/17/2011,09:00:00,06/05/2012,14:00:00,42.0,06/05/2012,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,,,,1013830.0,242036.0,,,,,40.830967045,-73.893112574,"(40.830967045, -73.893112574)",PATROL BORO BRONX,,45-64,BLACK,F
